gap_id,log_file,domain,flow_id,severity,title,doc_claim,status,evidence,commit,verified_by,verified_on,notes
BUSINESS_PORTFOLIO:PORT-4,BUSINESS_PORTFOLIO_GAP_LOG.md,7,7.6,P1,"Stale Query Cache & Coalescing Lock After Upload, Edit, or Deletion",,UNVERIFIED,,,,,"Mutations in BusinessPortfolio.tsx call refetch(), but neither bustBusinessGetCache(id) nor invalidateQueryCache('business:${id}') is called. In-flight coalescing maps retain pre-write promises, and navigating to BusinessDetail.tsx or BusinessStoreHub.tsx continues serving stale portfolio items."
BUSINESS_PORTFOLIO:PORT-5,BUSINESS_PORTFOLIO_GAP_LOG.md,7,7.6,P1,Base64 Fallback Contaminating Database on Storage Errors,,UNVERIFIED,,,,,"When network issues or bucket configuration errors occur, uploadService.ts falls back to fileToDataUrl(). This writes a multi-megabyte raw Base64 string directly into business_portfolio_items.url, which is subsequently loaded by all public storefront visitors."
BUSINESS_PORTFOLIO:PORT-6,BUSINESS_PORTFOLIO_GAP_LOG.md,7,7.6,P2,"Caption Editor Lacks Cancel, Discard, or Escape Key Handling",,UNVERIFIED,,,,,"When editing a caption (editingCaption === item.id), the UI displays only a checkmark save button. There is no cancel button, backdrop tap-away, or Escape key handler. The merchant cannot discard accidental edits without submitting or reloading."
BUSINESS_PORTFOLIO:PORT-7,BUSINESS_PORTFOLIO_GAP_LOG.md,7,7.6,P2,Missing Sort Order & Hero Portfolio Item Controls,,UNVERIFIED,,,,,"business_portfolio_items lacks a sort_order column, and businessService.get queries the table without an explicit order clause. Portfolio items fluctuate in arbitrary PostgreSQL heap order whenever updated. Merchants cannot designate a primary hero sample."
BUSINESS_PORTFOLIO:PORT-8,BUSINESS_PORTFOLIO_GAP_LOG.md,7,7.6,P3,Touch Target Size & Dark Mode Styling Inconsistencies,,UNVERIFIED,,,,,"The edit and delete buttons are 28×28px (violating the 44×44px WCAG mobile touch target standard). Hardcoded backgrounds (rgba(255,255,255,0.92) and rgba(0,0,0,0.75)) cause high-contrast clashes in dark mode."
BUSINESS_VERIFICATION:VER-1,BUSINESS_VERIFICATION_GAP_LOG.md,7,7.10,P0,Missing Cache Invalidation Keeps Profile Hub and Verification Panel Desynchronized,,UNVERIFIED,,,,,"submitVerification() does not bust coalesced in-flight promises or invalidate queryCache('business:${id}'). The merchant sees ""Documents submitted"" toast, but navigating back to Profile Hub displays ""Get verified"", prompting repeated duplicate submissions."
BUSINESS_VERIFICATION:VER-2,BUSINESS_VERIFICATION_GAP_LOG.md,7,7.10,P0,"Profile Hub Ignores ""Under Review"" Status",,UNVERIFIED,,,,,"BusinessProfileHub.tsx:59 only checks b?.isVerified. When verification is pending, it displays ""Get verified"" instead of ""Under review ⏳"", giving false feedback that the merchant has not applied."
BUSINESS_VERIFICATION:VER-3,BUSINESS_VERIFICATION_GAP_LOG.md,7,7.10,P1,Unvalidated PDF File Size Triggers Storage Rejection,,UNVERIFIED,,,,,VerificationPanel.tsx:86 accepts PDFs without verifying file size. Large scanned licenses (> 5MB) trigger unhandled PostgREST storage quota errors.
BUSINESS_VERIFICATION:VER-4,BUSINESS_VERIFICATION_GAP_LOG.md,7,7.10,P2,Inability to View Submitted Documents or Withdraw Pending Review,,UNVERIFIED,,,,,"When status is UNDER_REVIEW, the screen shows only a static clock icon. The merchant cannot see which files were uploaded or withdraw an accidental submission."
BUSINESS_VERIFICATION:VER-5,BUSINESS_VERIFICATION_GAP_LOG.md,7,7.10,P3,Dark Mode Theme Inconsistencies on Status Cards,,UNVERIFIED,,,,,"Status cards use hardcoded light backgrounds (var(--green-100), var(--red-50), var(--brand-50)) that do not invert cleanly in dark themes."
CATALOG_MANAGEMENT:CAT-1,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P0,Irreversible Sale Price & Photo Cleared Due to undefined Payload Dropping,,UNVERIFIED,,,,,"In CatalogManager.tsx:213-214, salePrice: sale ? Number(sale) : undefined and image: image \"
CATALOG_MANAGEMENT:CAT-2,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P0,Dangerous One-Tap Accidental Deletion Without Confirmation,,UNVERIFIED,,,,,"In CatalogManager.tsx:51-59, 129, the 34px red trash icon sits immediately adjacent to the 34px edit pencil in a tight vertical stack (col gap-8). Tapping the trash icon immediately invokes service.deleteCatalogItem(id, item.id) with zero confirmation dialog or undo option. On mobile touchscreens, a minor finger slip while attempting to tap ""Edit"" instantly and permanently destroys the product, its descriptions, pricing, and photo."
CATALOG_MANAGEMENT:CAT-3,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P1,Zero Catalog Ordering Controls & Arbitrary Heap Fluctuation,,UNVERIFIED,,,,,"Although public.catalog_items contains a sort_order column (schema.sql:114), businessService.get(id) queries catalog:catalog_items(*) without an .order() clause. PostgreSQL returns rows in arbitrary table heap order, causing products to jump to different positions whenever edited. Furthermore, CatalogManager.tsx provides zero drag handles, zero up/down reorder arrows, and zero manual sorting controls. Merchants have no way to feature items or order menus logically."
CATALOG_MANAGEMENT:CAT-4,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P1,Inability to Pause/Disable Sales for Finite Stock Items,,UNVERIFIED,,,,,"In CatalogManager.tsx:237-240, save() unconditionally overrides stockStatus based strictly on quantity > 0 (stockStatus: (finiteQty ?? 0) > 0 ? ""IN_STOCK"" : ""OUT_OF_STOCK""). On the list view, the stock button opens the full edit sheet rather than toggling availability. If a shop has 10 units in stock but needs to temporarily halt online orders for the afternoon, they cannot set stockStatus = 'OUT_OF_STOCK' without zeroing out their quantity, destroying their physical inventory record."
CATALOG_MANAGEMENT:CAT-5,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P1,Unbounded Cart Stepper Allows Customers to Exceed Available Finite Stock,,UNVERIFIED,,,,,"In BizCatalogGrid.tsx:62-76 and BusinessDetail.tsx:714-730, the customer cart stepper (+ button) allows customers to increment quantity without checking item.quantity. A customer can add 10 units of an item that has only 2 in stock. When submitting the order, reserve_catalog_items throws an uncaught INSUFFICIENT_STOCK database exception, crashing the checkout submission."
CATALOG_MANAGEMENT:CAT-6,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P2,Missing Catalog Search and Category Grouping for Large Inventories,,UNVERIFIED,,,,,"In CatalogManager.tsx:73-133, all listings render in a single flat vertical list without a search input or filter. Retail shops, salons, and restaurants with 40–100+ items must scroll through the entire page to find and update a single item."
CATALOG_MANAGEMENT:CAT-7,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P2,Lack of Realtime Catalog Updates Across Devices,,UNVERIFIED,,,,,"In CatalogManager.tsx:22, useQuery fetches the entity only once on mount. When online bookings decrement finite inventory via reserve_catalog_items, or when another staff member updates stock on another terminal, CatalogManager remains stale until manually refreshed."
CATALOG_MANAGEMENT:CAT-8,CATALOG_MANAGEMENT_GAP_LOG.md,7,7.2,P3,Unhandled File Input Re-Selection & Dark Mode Styling Polish,,UNVERIFIED,,,,,"In pickImage (CatalogManager.tsx:191), e.target.value = """" is omitted, preventing re-selection of the same image file if an upload fails. In BizCatalogGrid.tsx:66, 70 and BusinessDetail.tsx:717, 724, hardcoded #fff produces stark white blocks in dark mode."
CATEGORY_DIRECTORY:C1,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P0,Destructive User Profile Overwrite on Category Browsing,,UNVERIFIED,,,,,"In AllCategories.tsx:30-38 and CategoryListing.tsx:47-55, moving the radius slider triggers userService.update({ notificationRadiusKm: radius }). Simply adjusting the search radius while browsing permanently mutates the user's permanent push notification subscription radius, causing alert spam or silencing."
CATEGORY_DIRECTORY:C2,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P0,Full Table Scan & Client-Side Memory Dump in catalogService.getCategoryCounts,,UNVERIFIED,,,,,"In catalogService.ts:51-70, getCategoryCounts executes an unconstrained select(""category_id, lat, lng"") on all active businesses and providers across the entire nation, streaming thousands of records over mobile data and computing trigonometric haversineKm on the JS thread."
CATEGORY_DIRECTORY:C3,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P1,Shallow Child ID Resolution Drops Multi-Tier Subcategories,,UNVERIFIED,,,,,"In CategoryListing.tsx:57-58, matchIds = sub ? [sub] : [id, ...childIds] only queries immediate children (cat?.children?.map). Any businesses or providers registered under grandchild subcategories (depth ≥ 2) are omitted when browsing the parent category."
CATEGORY_DIRECTORY:C4,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P1,"Dual-Cursor Desync & Disruptive Layout Shift on ""Load More""",,UNVERIFIED,,,,,"In CategoryListing.tsx:227-238, a single ""Load more"" button simultaneously loads extraProv and extraBiz. Newly fetched providers are prepended above businesses, triggering abrupt layout shifts that displace the items the user was viewing."
CATEGORY_DIRECTORY:C5,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P1,Silent Fallback to Pune Coordinates on Missing Location,,UNVERIFIED,,,,,"In CategoryListing.tsx:61-69, missing user coordinates pass undefined to discoveryService.businesses and providers, which silently default to Pune (DEFAULT_LAT = 18.536, DEFAULT_LNG = 73.893). Users in other cities with location disabled are served distant Pune shops without warning."
CATEGORY_DIRECTORY:C6,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P2,Dead-End Empty State When Parent Category Has No Local Spots,,UNVERIFIED,,,,,"In CategoryListing.tsx:204-222, when viewing a parent category with zero local businesses or providers, the action prop is undefined. Users face a dead end with no CTA to expand radius, post an Ask, or suggest a new place."
CATEGORY_DIRECTORY:C7,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P2,Fragile Back Navigation & Missing Category Breadcrumb,,UNVERIFIED,,,,,"In CategoryListing.tsx:169, tapping back uses nav(-1). Deep-linking directly to /category/:id leaves no breadcrumb context and causes nav(-1) to exit the web app."
CATEGORY_DIRECTORY:C8,CATEGORY_DIRECTORY_GAP_LOG.md,1,1.4,P2,Phantom Category ID Generated on Proposal Insert Failure,,UNVERIFIED,,,,,"In catalogService.ts:90-94, if sb.from(""categories"").insert fails due to RLS restrictions or network error, it returns a fake mock object { id: ""prop_"" + Date.now(), status: ""PROPOSED"" }. Referencing this unpersisted ID breaks database foreign key constraints."
CHAT_MESSAGING:C1,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P0,Zero Push Notifications or In-App Notifications for Incoming Chat Messages,,FIXED,"AFTER INSERT trigger tr_notify_on_chat_message -> notify_on_chat_message inserts a CHAT notification for the other participant; staging forced-rollback test 2026-09-16 (notif_to_b=1, notif_to_a=1). Production depends on migration 20260973 (E2E-014) - pending owner approval.",,claude (P08),2026-09-15,"In chatService.ts:189-210, send() inserts into public.messages and updates public.conversations. Neither client code nor any Postgres database trigger inserts a row into public.notifications. Because STRYT's push notification pipeline (20260731_push_on_every_notification.sql) fires strictly on AFTER INSERT ON public.notifications, recipients never receive any push notifications (Web Push, FCM, or Expo) when messaged while offline or backgrounded. Inquiries to merchants and replies to customers sit unseen unless the recipient manually opens the app."
CHAT_MESSAGING:C2,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P0,Missing Safety & Moderation: Zero In-App User Blocking or Reporting in Chat Controls,,FIXED,src/screens/chat/ChatThread.tsx: More options menu with ReportSheet (reporting state) and toggleBlock (socialService.blockUser/unblockUser); send() refuses when isBlocked. Server side: 20260973 insert policy refuses messages between blocked users (staging test).,,claude (P08),2026-09-15,"Google Play Store Developer Policy strictly mandates in-app reporting and user blocking for all apps supporting 1:1 communication. In ChatThread.tsx:143-169, the header provides only a Back button, avatar, and phone icon. There is zero ""Block User"" action, zero ""Report Chat / User"" option (despite ReportSheet.tsx supporting ""USER""), and zero message moderation. Furthermore, in 20260811_chat_rls.sql, the insert_own_messages policy does not check user_blocks, so blocked users can continue sending messages. This triggers immediate Google Play Store app rejection."
CHAT_MESSAGING:C3,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P1,"In-Thread Incoming Messages Leave Inbox Badge Stuck as ""Unread""",,FIXED,ChatThread.tsx realtime subscribe callback calls chatService.markRead for every incoming message from the other user; critical/chat.spec.ts asserts the owner's unread flag clears when the thread is opened.,,claude (P08),2026-09-15,"In ChatThread.tsx:50-59, chatService.markRead(id, conv) is called only once upon mount. When the active user receives incoming messages in real-time via chatService.subscribe(id, (msg) => ...), the sender's send() sets conversations.has_unread_[a\"
CHAT_MESSAGING:C4,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P1,"Mobile Keyboard Clashing, Safe-Area Blindspot & Input Expansion Occlusion",,FIXED,ChatThread.tsx composer bar padding 'calc(10px + var(--safe-area-bottom))' and message list paddingBottom 'calc(90px + var(--safe-area-bottom))'. Keyboard overlap on real devices is P13 device QA.,,claude (P08),2026-09-15,"In ChatThread.tsx:260-273, the chat input bar is styled with position: ""absolute"", bottom: 0, and padding: ""10px 12px"". It omits var(--safe-area-bottom), causing the textarea and Send button to collide with Android gesture navigation bars and iOS home bars. When typing multi-line messages, the textarea auto-expands up to maxHeight: 100, but the messages container has a static paddingBottom: 80, causing the growing input bar to cover the latest message bubbles."
CHAT_MESSAGING:C5,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P1,Header Phone Icon Misleadingly Navigates to User Profile Instead of Calling,,FIXED,"ChatThread.tsx header menu item is labelled 'View contact' (Phone icon + text), no longer a bare phone button that opened the profile.",,claude (P08),2026-09-15,"In ChatThread.tsx:163-167, the header displays a telephone receiver button (<Phone size={18} />). When tapped, instead of prompting a phone call (tel:) or opening a call prompt, it performs nav('/u/' + other.id). Navigating to a personal profile from a phone receiver icon violates mobile UX standards. Furthermore, for a business chat, other.id is the owner's personal user ID rather than the business profile (/business/:id), hiding the storefront and business phone number."
CHAT_MESSAGING:C6,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P2,Missing Optimistic Messaging & Silent Send Failures on Slow Networks,,FIXED,"ChatThread.tsx send(): optimistic message (optimistic-<ts>) appended immediately, replaced by the saved row, removed + input and photo restored + toast on failure.",,claude (P08),2026-09-15,"In ChatThread.tsx:112-130, when the user taps Send, the text input clears, but the message is not rendered in the thread until the asynchronous network roundtrip completes. On high-latency mobile networks, the UI appears frozen with no sent indicator. If the request fails, the text is restored to the input, but no error toast or retry button is displayed, leaving the user confused."
CHAT_MESSAGING:C7,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P2,Broken App Containment: External window.open for Image Attachments,,FIXED,ChatThread.tsx image tap sets activePhoto and renders the in-app PhotoViewer; no window.open.,,claude (P08),2026-09-15,"In ChatThread.tsx:208, clicking an image attachment executes window.open(msg.imageUrl!, ""_blank""). On mobile PWAs, WebViews, and Android browsers, this triggers popup blockers or forcibly ejects the user to an external browser tab instead of opening STRYT's built-in PhotoViewer.tsx modal."
CHAT_MESSAGING:C8,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P2,Unbounded Message Query Lacks Cursor Pagination,,OPEN,src/services/engagement/chatService.ts messages(): select * ... order created_at asc with no limit or cursor; long threads load every message.,,claude (P08),2026-09-15,"In chatService.ts:177-186, chatService.messages(conversationId) executes select(""*"").eq(""conversation_id"", conversationId).order(""created_at"", { ascending: true }) with no limit or pagination. For long-running customer-business threads, fetching hundreds or thousands of messages on every thread open will degrade memory and cause frame rate stutter on low-end devices."
CHAT_MESSAGING:C9,CHAT_MESSAGING_GAP_LOG.md,6,6.1,P3,Hardcoded #fff Tokens Breaking Dark Mode in Chat Screens,,FIXED,grep '#fff|#FFF' in src/screens/chat/*.tsx: no matches (2026-09-16).,,claude (P08),2026-09-15,"Hardcoded #fff in ConversationList.tsx:131, 152 and ChatThread.tsx:218, 266, 283 breaks dark mode styling, causing blinding white banners and input bars on dark screens."
COMMUNITY_POSTS:#1,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Post Detail screen is missing the + Recommend button,Fixed — 2026-09-08,UNVERIFIED,,,,,
COMMUNITY_POSTS:#2,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Comment composer is missing an ""Attach Listing"" button",Fixed — 2026-09-08 (client only),UNVERIFIED,,,,,
COMMUNITY_POSTS:#3,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Feed card overflow menu (...) is missing author quick actions (Edit, Delete, Mark Resolved, Comment Policy)","Fixed — 2026-09-08 (client only, three of four actions)",UNVERIFIED,,,,,
COMMUNITY_POSTS:#4,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Comments thread is missing all comment management buttons (Delete, Edit, Report, Pin)",Fixed — 2026-09-08 (20260929 + CommentRow),UNVERIFIED,,,,,
COMMUNITY_POSTS:#5,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Saved community posts are completely inaccessible (Bookmarks.tsx missing tab),Fixed — 2026-09-08,UNVERIFIED,,,,,
COMMUNITY_POSTS:#6,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Post edit sheet cannot edit rich per-type fields, comment policy, or like count visibility",Fixed — 2026-09-08 (20260930),UNVERIFIED,,,,,
COMMUNITY_POSTS:#7,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Public profile community post cards are unclickable, and ""Hide from profile"" is a local illusion","Fixed — 2026-09-08 (20260925_post_show_on_profile.sql, applied & verified live)",UNVERIFIED,,,,,
COMMUNITY_POSTS:#8,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Community feed is missing a keyword/text search bar,Fixed — 2026-09-08 (20260931),UNVERIFIED,,,,,
COMMUNITY_POSTS:#9,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Composer lacks an in-screen role/identity switcher,Fixed — 2026-09-08 (client only),UNVERIFIED,,,,,
COMMUNITY_POSTS:#10,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Composer is missing a custom location/map pin picker,Fixed — 2026-09-08 (client only),UNVERIFIED,,,,,
COMMUNITY_POSTS:#11,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Polls lack ""Change Vote"" and ""Close Poll Early"" actions",Fixed — 2026-09-08 (20260932),UNVERIFIED,,,,,
COMMUNITY_POSTS:#12,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Fullscreen photo lightbox / viewer is not integrated into post galleries,Fixed — 2026-09-08,UNVERIFIED,,,,,
COMMUNITY_POSTS:#13,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Threaded comment replies never notify the parent comment's author,"Fixed — 2026-09-08 (20260926_notify_comment_reply.sql, applied & verified live)",UNVERIFIED,,,,,
COMMUNITY_POSTS:#14,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,notify_ended_polls() function exists in database but is never scheduled or executed,Fixed — 2026-09-08 (20260927),UNVERIFIED,,,,,
COMMUNITY_POSTS:#15,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Insecure client-side counter mutation & race conditions on comments_count and likes_count,"Fixed — 2026-09-08 (20260922_post_counter_triggers.sql, applied & verified live)",UNVERIFIED,,,,,
COMMUNITY_POSTS:#16,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Concurrency race condition on recommendListing array mutation,Fixed — 2026-09-08 (20260927),UNVERIFIED,,,,,
COMMUNITY_POSTS:#17,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,community_posts_feed RPC does not filter out blocked users,"Fixed — 2026-09-08 (20260923 + 20260924, applied & verified live)",UNVERIFIED,,,,,
COMMUNITY_POSTS:#18,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,"Realtime feed misses post deletions, updates, and live poll vote changes",Fixed — 2026-09-08 (client + 20260928),UNVERIFIED,,,,,
COMMUNITY_POSTS:#19,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Comment reaction notifications are missing,Fixed — 2026-09-08 (20260927),UNVERIFIED,,,,,
COMMUNITY_POSTS:#20,COMMUNITY_POSTS_GAP_LOG.md,9,9.1,,Missing backend admin moderation and reporting for comments,Fixed — 2026-09-08 (20260927 + ReportSheet / AdminPanel),UNVERIFIED,,,,,
CUSTOMER_DELIVERY_TRACKING:T1,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P0,Missing Realtime & Polling in DeliveryTrackControl.tsx Traps Customers Without Handoff Code,,UNVERIFIED,,,,,"In DeliveryTrackControl.tsx:19, useQuery(() => deliveryService.myProgress(appointmentId), ...) has no Supabase Realtime subscription and no interval polling. When a customer opens /appointments while the order is in ASSIGNED, the 6-digit handoff code card is hidden behind d.status === ""EN_ROUTE"" \"
CUSTOMER_DELIVERY_TRACKING:T2,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P0,Zero In-App Generation or Sharing of Appointment Tracking Tokens,,UNVERIFIED,,,,,"While Postgres defines appointment_create_tracking_token(p_appointment_id text) (20260847_delivery_agent_phase3_handoff_and_tracking.sql:67-89), it is never called or exposed anywhere in deliveryService.ts or any frontend UI. Neither DeliveryTrackControl.tsx, MyAppointments.tsx, nor BusinessDeliveries.tsx provides a button or action to generate or copy a public tracking link (/track/:token). Users cannot share tracking with colleagues, roommates, or family members."
CUSTOMER_DELIVERY_TRACKING:T3,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P1,"Premature ""On the Way"" State & Premature Expiration on Public TrackingPage.tsx",,UNVERIFIED,,,,,"In TrackingPage.tsx:42, 80, liveStatus defaults to ""ON_THE_WAY"". For an order in ASSIGNED, row.live_status in Postgres is NULL, causing TrackingPage.tsx to announce ""Provider is on the way"" before the driver has even picked up or started the trip. Furthermore, in 20260853_customer_delivery_progress_only.sql:52, get_tracking joins strictly on d.status in ('ASSIGNED','EN_ROUTE','ARRIVED'). Once marked DELIVERED, get_tracking returns 0 rows, causing TrackingPage.tsx:76 to display ""🔗 Tracking link has expired"" instead of a successful completion screen! Finally, line 221 says ""Ask your delivery agent for the handoff code"", which is backwards and confuses customers."
CUSTOMER_DELIVERY_TRACKING:T4,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P1,Inability to Contact Shop or Courier During Dispatch Delays,,UNVERIFIED,,,,,"In DeliveryTrackControl.tsx:65-78, courier details and the ""Call"" button are strictly hidden until d.agentRevealed && d.agentName (only once EN_ROUTE or ARRIVED). If an order is delayed for hours in ASSIGNED status, the customer has no courier contact and no button to call or chat with the merchant from the delivery card."
CUSTOMER_DELIVERY_TRACKING:T5,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P2,Abrupt Vanishing of Cancelled Deliveries Without Customer Explanation,,UNVERIFIED,,,,,"In DeliveryTrackControl.tsx:36, if (d.status === ""CANCELLED"") return null;. If the courier or merchant cancels the delivery via cancel_delivery (20260872_delivery_cancellation.sql) due to an address issue, safety concern, or driver emergency, the delivery tracking card silently vanishes from /appointments. The customer receives zero cancellation reason, zero attribution, and zero guidance on next steps. Furthermore, my_delivery_progress RPC does not return cancel_reason or cancel_note."
CUSTOMER_DELIVERY_TRACKING:T6,CUSTOMER_DELIVERY_TRACKING_GAP_LOG.md,5,5.3,P3,Hardcoded #fff Tokens in Tracking Controls Breaking Dark Mode,,UNVERIFIED,,,,,"In DeliveryTrackControl.tsx:66, 82, background: ""#fff"" is hardcoded instead of CSS variables (var(--surface) / var(--card)). In dark mode, these cards render as glaring bright white rectangles. In TrackingPage.tsx:191, <path fill=""#fff""/> is hardcoded."
CUSTOMER_ONBOARDING:#1,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Google sign-in silently skips Beat 0,,UNVERIFIED,,,,,New users never see identity confirmation or the Language Switcher (Hindi/Marathi)
CUSTOMER_ONBOARDING:#2,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Un-debounced location search,,UNVERIFIED,,,,,"Typing triggers HTTP 429 from OpenStreetMap, blanking out search results"
CUSTOMER_ONBOARDING:#3,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Global ob_beat bleeds across accounts,,UNVERIFIED,,,,,New accounts skip Location (Beat 2) if another user previously used the device
CUSTOMER_ONBOARDING:#4,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Geolocation denial CTA loop,,UNVERIFIED,,,,,"""Allow location"" CTA repeats denied error with no alternative action"
CUSTOMER_ONBOARDING:#5,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Blank area creates placeholder glitch,,UNVERIFIED,,,,,"Home header displays literal string ""neighborhood_placeholder"""
CUSTOMER_ONBOARDING:#6,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Transition setTimeout unmount leak,,UNVERIFIED,,,,,"Redirects to /home even if user tapped ""Sign out"" during reveal"
CUSTOMER_ONBOARDING:#7,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Missing back navigation between beats,,UNVERIFIED,,,,,Misspelled name or mistaken handle cannot be changed without finishing flow
CUSTOMER_ONBOARDING:#8,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,P0,Skipped location leaves feed unranked,,UNVERIFIED,,,,,"Skipping location leaves lat=0, lng=0, breaking nearby sorting on Home"
CUSTOMER_ONBOARDING:#9,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,,Avatar upload during onboarding,Deferred (By Design),UNVERIFIED,,,,,Streamlined flow relies on Google avatar; photo upload exists in ProfileEdit
CUSTOMER_ONBOARDING:#10,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,,Phone collection at onboarding,Deferred (By Design),UNVERIFIED,,,,,Phone is collected at first booking rather than during signup
CUSTOMER_ONBOARDING:#11,CUSTOMER_ONBOARDING_GAP_LOG.md,0,0.1,,Notification radius slider,Deferred (By Design),UNVERIFIED,,,,,Belongs in Settings; meaningless to brand-new users
CUSTOMER_QUEUE:Q1,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P0,Customer Can Arbitrarily Update queue_tokens Status and Payment Status,,UNVERIFIED,,,,,queue_tokens_owner_update RLS policy has no WITH CHECK and no trigger restricting customer updates. Customers can mark their token PAID or SERVED via client update.
CUSTOMER_QUEUE:Q2,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P0,"Live Queue Realtime Listener Filters on customer_user_id, Freezing Live Queue Position",,UNVERIFIED,,,,,"MyQueues subscribes to Realtime with customer_user_id=eq.${user.id}. It never receives events when others ahead are called or leave, leaving the queue position frozen."
CUSTOMER_QUEUE:Q3,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P0,BusinessDetail Quick-Pay Banner Triggers on WAITING and EXPIRED Queue Tokens,,UNVERIFIED,,,,,"payableQueue checks q.status !== 'LEFT', so a customer who just joined and is waiting (or whose visit expired) is prompted to pay before even receiving service."
CUSTOMER_QUEUE:Q4,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P1,Dismissing a Served Unpaid Card Makes It Disappear Completely from Both Tabs,,UNVERIFIED,,,,,"Because history only includes !isActiveEntry(q), dismissing a served-unpaid token hides it from active AND drops it from history. Card vanishes permanently."
CUSTOMER_QUEUE:Q5,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P1,Unbounded Party Size Skews Queue Math Across Entire Shop,,UNVERIFIED,,,,,parsePartySize does not clamp to MAX_QUEUE_PARTY_SIZE = 8. A tampered or large party size (e.g. 5000) causes estimated wait times to blow up into thousands of hours.
CUSTOMER_QUEUE:Q6,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P1,QueuePaymentSheet Allows Claiming Null or Zero Amount,,UNVERIFIED,,,,,Customers can submit payment claims with empty amount. Updates token with payment_amount = null and sends notification without an amount to the merchant.
CUSTOMER_QUEUE:Q7,CUSTOMER_QUEUE_GAP_LOG.md,3,3.1,P2,1-Tap Permanent Queue Leave with No Confirmation for Waiting Customers,,UNVERIFIED,,,,,An accidental touch on the (x) icon while scrolling immediately abandons the user's queue spot without confirmation or undo.
